sequence,question_index,question_id,length_category,question_type,official_correct,output_status,observable_reason,metric_error,threshold,unit,candidate_count,reference_entry_ids,reference_all_in_candidate_pool,reference_entry_recall_in_pool,target_tokens,reference_target_token_coverage,diagnostic_flags,elapsed_seconds
3,15,3_MEDIUM_042f8517-6875-4364-accd-3096e1032efe,medium,binary,False,valid,binary_label_mismatch,0,1.0,,97,[293],True,1.0,"[""also"", ""bottle"", ""carry"", ""door"", ""open"", ""water"", ""who"", ""women""]",0.25,[],22.88333821296692
3,16,3_MEDIUM_2d2b8344-6797-4a57-91c3-2efd1c43f517,medium,position,True,valid,correct,3.2973376417964264,15.0,m,139,[345],True,1.0,"[""build"", ""left""]",0.5,[],21.30021834373474
3,17,3_MEDIUM_63f85e28-3f42-4aa6-bd96-21a414394ccf,medium,time,False,valid,time_threshold_miss,4.68,2.0,min,59,[345],False,0.0,"[""build"", ""left""]",0.5,"[""reference_context_outside_candidate_pool""]",41.85016703605652
3,18,3_MEDIUM_ebc073aa-6f34-4206-9968-5e2f01fbbd2d,medium,binary,False,valid,binary_label_mismatch,0,1.0,,70,[232],True,1.0,"[""blue"", ""build"", ""glass"", ""wall""]",0.75,[],42.67271304130554
3,19,3_MEDIUM_799afe7b-9226-4097-b14d-9cb91dee7a7d,medium,binary,False,valid,binary_label_mismatch,0,1.0,,66,[188],True,1.0,"[""big"", ""build"", ""plant""]",0.3333333333333333,[],14.28000521659851
3,20,3_SHORT_81b4e8bd-348a-4326-a3df-b84a4a422b0e,short,position,True,valid,correct,5.641331515014742,15.0,m,19,[469],True,1.0,"[""park"", ""van""]",1.0,[],23.238743543624878
3,21,3_SHORT_ced58d98-c284-46ff-9a38-1e8312c7e486,short,binary,True,valid,correct,1,1.0,,22,[239],False,0.0,"[""back"", ""sign"", ""stop""]",0.6666666666666666,"[""reference_context_outside_candidate_pool""]",18.912766218185425
3,22,3_SHORT_8aa1186d-ad47-4a1d-8068-73efdc21d309,short,position,True,valid,correct,2.8650502956728636,15.0,m,27,[439],True,1.0,"[""bollard"", ""yellow""]",1.0,[],26.688822984695435
3,23,3_SHORT_f27644fc-85ac-4182-a4c8-619972564e25,short,binary,True,valid,correct,1,1.0,,27,[45],True,1.0,"[""trash""]",1.0,[],23.666038036346436
3,24,3_SHORT_a2be310a-5f69-416f-9aed-3c7d2d2b176c,short,binary,False,valid,binary_label_mismatch,0,1.0,,16,[373],True,1.0,"[""person"", ""pink"", ""shoe"", ""wear""]",0.5,[],25.112072706222534
3,25,3_SHORT_55634471-144f-4470-8354-82f0f2c69842,short,position,True,valid,correct,0.00030179625392395116,15.0,m,25,[386],True,1.0,"[""blue"", ""truck""]",1.0,[],13.979279041290283
3,26,3_SHORT_1f6e9770-3d38-40bf-aff0-48fbc321e57c,short,binary,False,valid,binary_label_mismatch,0,1.0,,17,[71],True,1.0,"[""down"", ""person"", ""stair""]",0.0,"[""reference_caption_target_token_gap_proxy""]",18.116727828979492
3,27,3_SHORT_50661793-596b-4c1f-b07e-f312bbbaf3db,short,position,True,valid,correct,0.0004945201456411402,15.0,m,23,[473],True,1.0,"[""motocycle""]",0.0,"[""reference_caption_target_token_gap_proxy""]",22.67099618911743
3,28,3_SHORT_2dbd306e-1a72-4c69-9a02-e88f13fe33a8,short,position,False,valid,position_threshold_miss,44.21942930477152,15.0,m,27,[263],True,1.0,"[""call"", ""emergency"", ""location"", ""phone""]",0.0,"[""reference_caption_target_token_gap_proxy""]",15.127088069915771
3,29,3_SHORT_ed96bd25-71fd-4dc7-bdb3-90c5341a9198,short,binary,True,valid,correct,1,1.0,,30,"[283, 286]",True,1.0,"[""build"", ""front"", ""stop""]",0.6666666666666666,[],17.403951168060303
4,0,4_LONG_08d008fa-3196-4899-ad9c-e5006dd4abd0,long,duration,False,valid,duration_threshold_miss,9.1,2.0,min,207,"[76, 103]",True,1.0,"[""build"", ""enter"", ""long"", ""wait""]",0.5,[],19.506691694259644
4,1,4_LONG_af289cc9-dbcc-451c-89fb-9192a8e6aecb,long,position,False,valid,position_threshold_miss,187.79392505750718,15.0,m,196,[0],False,0.0,"[""find"", ""horse"", ""sculpture""]",0.0,"[""reference_context_outside_candidate_pool"", ""reference_caption_target_token_gap_proxy""]",64.48070454597473
4,2,4_LONG_01711b96-6884-44a7-8883-0f73b1b4a3bd,long,position,False,valid,position_threshold_miss,168.84237540240417,15.0,m,201,[141],True,1.0,"[""floor"", ""second""]",1.0,[],36.28707480430603
4,3,4_LONG_34badd30-a686-4f85-8f87-0c82e97a2c51,long,position,False,valid,position_threshold_miss,17.03456227459607,15.0,m,221,[11],True,1.0,"[""back"", ""first"", ""made"", ""position"", ""turn""]",0.0,"[""reference_caption_target_token_gap_proxy""]",32.31307077407837
4,4,4_LONG_d0815d48-8e28-417e-90f0-997e708e73b4,long,position,False,invalid,answer_type_mismatch,,,,180,[57],True,1.0,"[""call"", ""police""]",0.0,"[""output_contract_failure"", ""reference_caption_target_token_gap_proxy""]",22.392335891723633
4,5,4_LONG_ec69301d-4be7-41c7-a516-249fc6d7a0a8,long,text,True,valid,correct,1,1.0,,149,[271],False,0.0,"[""build"", ""color"", ""door"", ""guy"", ""hat"", ""help"", ""leave"", ""open"", ""who""]",0.0,"[""reference_context_outside_candidate_pool"", ""reference_caption_target_token_gap_proxy""]",25.99755859375
4,6,4_LONG_49ac535e-3226-4b09-a4f6-08af863a916d,long,text,False,invalid,generation_or_json_failure,,,,196,"[51, 71]",True,1.0,"[""build"", ""got"", ""into"", ""make"", ""many"", ""turn""]",0.0,"[""output_contract_failure"", ""reference_caption_target_token_gap_proxy""]",
4,7,4_LONG_fa7d3a10-6441-4acf-8007-e90645793869,long,binary,True,valid,correct,1,1.0,,224,[106],True,1.0,"[""human"", ""picture""]",0.5,[],15.911450624465942
4,8,4_LONG_b66cb337-b0a3-4030-b992-b60437a35fcd,long,position,False,valid,position_threshold_miss,114.5348830962544,15.0,m,233,[106],True,1.0,"[""find"", ""human"", ""picture""]",0.3333333333333333,[],14.281165361404419
4,9,4_LONG_3b1c06b9-e6da-4f72-abaf-fd56b8668712,long,position,True,valid,correct,0.0007028297162461538,15.0,m,171,[119],True,1.0,"[""away"", ""box"", ""build"", ""recyclable"", ""throw""]",0.0,"[""reference_caption_target_token_gap_proxy""]",39.19234347343445
4,10,4_MEDIUM_70ac1aef-f933-413a-8504-d2b943421766,medium,binary,True,valid,correct,1,1.0,,60,[231],True,1.0,"[""car"", ""drive"", ""road""]",0.0,"[""reference_caption_target_token_gap_proxy""]",13.193876504898071
4,11,4_MEDIUM_8d015656-fdb1-4aa6-8dcb-ee482d7d8683,medium,text,False,invalid,generation_or_json_failure,,,,68,[57],True,1.0,"[""car"", ""color"", ""gate"", ""pass""]",0.25,"[""output_contract_failure""]",
4,12,4_MEDIUM_56b27d99-f436-461d-bc4e-aa33bc72672d,medium,position,True,valid,correct,13.511746087822896,15.0,m,75,[220],True,1.0,"[""sculpture"", ""tree""]",0.5,[],35.38246250152588
4,13,4_MEDIUM_1bc9c977-f89f-4138-83c8-3c093312d135,medium,binary,False,valid,binary_label_mismatch,0,1.0,,93,[166],True,1.0,"[""bike"", ""ride"", ""road"", ""saw"", ""yellow""]",0.0,"[""reference_caption_target_token_gap_proxy""]",25.68997597694397
4,14,4_MEDIUM_e06f4554-f59f-44c1-88ef-a2f543a16fa7,medium,binary,True,valid,correct,1,1.0,,134,[135],True,1.0,"[""red"", ""sofa""]",0.5,[],27.617918252944946
4,15,4_MEDIUM_bb698273-f008-4d31-863f-3bd1758b80c2,medium,binary,False,valid,binary_label_mismatch,0,1.0,,61,[209],True,1.0,"[""call"", ""pole"", ""police""]",0.0,"[""reference_caption_target_token_gap_proxy""]",65.03846311569214
4,16,4_MEDIUM_af9a40ef-a932-4506-a299-51d08098c035,medium,text,True,valid,correct,1,1.0,,81,"[65, 71]",False,0.5,"[""cars"", ""gate"", ""many"", ""pass""]",0.0,"[""reference_context_outside_candidate_pool"", ""reference_caption_target_token_gap_proxy""]",36.57556509971619
4,17,4_MEDIUM_8c676447-0458-486c-8c4a-9803fbfe234b,medium,text,False,valid,text_semantic_mismatch,0,1.0,,104,"[147, 151]",True,1.0,"[""door"", ""lett"", ""many"", ""open"", ""out"", ""they""]",0.6666666666666666,[],29.454850912094116
4,18,4_MEDIUM_c5fd604e-e482-49d8-bbbd-1ee6ab360c95,medium,position,False,valid,position_threshold_miss,55.69679017552241,15.0,m,112,[76],True,1.0,"[""build"", ""door"", ""enter""]",1.0,[],29.825173139572144
4,19,4_MEDIUM_b2bdb736-4961-4672-8b74-9fc0e9d4be17,medium,position,False,valid,position_threshold_miss,91.30706275102108,15.0,m,71,[147],True,1.0,"[""build"", ""door"", ""leave""]",0.3333333333333333,[],31.993801832199097
4,20,4_SHORT_e4b510ec-3a23-49a7-bd77-259520223e03,short,text,False,invalid,generation_or_json_failure,,,,40,"[32, 51]",True,1.0,"[""make"", ""many"", ""turn""]",0.0,"[""output_contract_failure"", ""reference_caption_target_token_gap_proxy""]",
4,21,4_SHORT_ab9a4486-81ec-415e-8b81-7f85e922b788,short,binary,False,valid,binary_label_mismatch,0,1.0,,21,[179],True,1.0,"[""bike""]",0.0,"[""reference_caption_target_token_gap_proxy""]",15.767152786254883
4,22,4_SHORT_54ebf623-8e77-4e7b-a418-5fe6b5f6c098,short,binary,False,valid,binary_label_mismatch,0,1.0,,22,[55],True,1.0,"[""hat"", ""man"", ""straw""]",0.6666666666666666,[],26.818246364593506
4,23,4_SHORT_080d6400-5c75-470b-bed1-9732e4e90e14,short,binary,False,valid,binary_label_mismatch,0,1.0,,13,[28],True,1.0,"[""scooter""]",0.0,"[""reference_caption_target_token_gap_proxy""]",19.185142278671265
4,24,4_SHORT_daecee53-71ea-40ff-b4dc-92b3cef99ea0,short,time,False,valid,time_threshold_miss,4.27,2.0,min,35,[216],True,1.0,"[""around"", ""first"", ""turn""]",0.0,"[""reference_caption_target_token_gap_proxy""]",27.31862187385559
4,25,4_SHORT_5e826626-fffb-4d6d-942c-e749c84a458e,short,time,False,valid,time_threshold_miss,12.08,2.0,min,18,[215],False,0.0,"[""scooter""]",0.0,"[""reference_context_outside_candidate_pool"", ""reference_caption_target_token_gap_proxy""]",9.938973426818848
4,26,4_SHORT_65732436-fbcb-4c0f-b2ed-51c07e7e4821,short,time,False,valid,time_threshold_miss,8.49,2.0,min,24,[182],True,1.0,"[""skateboard""]",0.0,"[""reference_caption_target_token_gap_proxy""]",18.777554035186768
4,27,4_SHORT_86414b06-ac65-4282-811c-15290b35fb3f,short,text,True,valid,correct,1,1.0,,39,"[191, 216, 219]",True,1.0,"[""around"", ""many"", ""turn""]",0.0,"[""reference_caption_target_token_gap_proxy""]",9.164397478103638
4,28,4_SHORT_519b3d63-d1f0-49a5-9c6f-914e6ca4359d,short,position,True,valid,correct,0.9259698261558404,15.0,m,40,[136],True,1.0,"[""stair""]",0.0,"[""reference_caption_target_token_gap_proxy""]",9.325249671936035
4,29,4_SHORT_ea407d62-977d-4ff2-90dc-d7e6749eaa92,short,text,False,valid,text_semantic_mismatch,0,1.0,,22,[31],True,1.0,"[""left"", ""right"", ""turn""]",0.6666666666666666,[],17.93688464164734
6,0,6_LONG_f6065dfb-213b-467e-9fd8-f0e67a772191,long,binary,True,valid,correct,1,1.0,,156,[145],True,1.0,"[""outside"", ""sunny""]",0.5,[],18.41968822479248
6,1,6_LONG_d0e0a27c-67f0-4186-b330-9148db321d15,long,position,False,valid,position_threshold_miss,111.01444431128309,15.0,m,194,[205],True,1.0,"[""food"", ""here""]",0.0,"[""reference_caption_target_token_gap_proxy""]",29.93584656715393
6,2,6_LONG_1dfb386f-cd34-43e4-ad57-cd4d0b70bcc2,long,position,False,invalid,required_field_null,,,,310,[211],True,1.0,"[""atm""]",1.0,"[""output_contract_failure""]",25.29726219177246
6,3,6_LONG_82f2e531-d605-4a72-beab-095dd4b9e08f,long,text,True,valid,correct,1,1.0,,186,[227],True,1.0,"[""coffee"", ""name"", ""shop""]",0.6666666666666666,[],15.391309261322021
6,4,6_LONG_9acacace-2350-4ad0-8eb1-7182a39cf6e8,long,position,True,valid,correct,5.483175213355385,15.0,m,187,[158],True,1.0,"[""closest"", ""eat"", ""outside"", ""place""]",0.0,"[""reference_caption_target_token_gap_proxy""]",44.87996745109558
6,5,6_LONG_628ccb31-49df-457d-b43a-c247d3a9b82f,long,position,False,valid,position_threshold_miss,263.48402260652955,15.0,m,160,[240],True,1.0,"[""aed"", ""nearest""]",0.0,"[""reference_caption_target_token_gap_proxy""]",39.89821720123291
6,6,6_LONG_7eb863ca-4343-4181-8a96-a28bb5bb792c,long,binary,False,valid,binary_label_mismatch,0,1.0,,377,[47],True,1.0,"[""anyone"", ""electric"", ""rid"", ""scooter""]",0.25,[],26.356700658798218
6,7,6_LONG_7c5b8ad3-242a-4a35-abb9-eca2fd2c2402,long,text,False,valid,text_semantic_mismatch,0,1.0,,277,[138],True,1.0,"[""color"", ""food"", ""truck""]",0.6666666666666666,[],28.20332098007202
6,8,6_LONG_258dba25-f218-436e-ab68-c742babc97ef,long,binary,True,valid,correct,1,1.0,,190,[185],True,1.0,"[""any"", ""bike"", ""rack""]",0.3333333333333333,[],43.2644202709198
6,9,6_LONG_fc569d7c-6544-4dc1-9591-baee636e5cb2,long,position,False,valid,position_threshold_miss,107.8664757862795,15.0,m,166,[287],False,0.0,"[""crowd"", ""people"", ""stand""]",0.6666666666666666,"[""reference_context_outside_candidate_pool""]",16.87224245071411
6,10,6_MEDIUM_adb9a59c-93f6-4171-901a-00782038ff83,medium,binary,True,valid,correct,1,1.0,,97,[407],True,1.0,"[""any"", ""bollard"", ""pass"", ""through""]",0.25,[],21.409213066101074
6,11,6_MEDIUM_4701bd3d-352e-40d4-94fe-3d2a18edbd23,medium,position,False,valid,position_threshold_miss,66.2312795736282,15.0,m,135,[240],True,1.0,"[""court"", ""food"", ""near"", ""restroom""]",0.0,"[""reference_caption_target_token_gap_proxy""]",26.903759956359863
6,12,6_MEDIUM_8ddfc026-55ad-4a28-9c1d-df9385c32b94,medium,binary,False,valid,binary_label_mismatch,0,1.0,,63,[442],True,1.0,"[""load"", ""zone""]",1.0,[],10.79862666130066
6,13,6_MEDIUM_abc888ec-e5a1-4ba9-8612-cc4fec8549f2,medium,position,True,valid,correct,0.00036884824533698116,15.0,m,79,[291],True,1.0,"[""cone"", ""orange""]",1.0,[],13.719995975494385
6,14,6_MEDIUM_b4e59b77-8e44-4f48-ab04-a3d4fc653a6c,medium,binary,True,valid,correct,1,1.0,,59,[390],True,1.0,"[""sign"", ""stop""]",1.0,[],18.7651047706604
6,15,6_MEDIUM_a60e24ac-50b6-49e7-8c68-abfd677d4ea5,medium,text,True,valid,correct,1,1.0,,103,[305],False,0.0,"[""food"", ""sell"", ""truck""]",0.6666666666666666,"[""reference_context_outside_candidate_pool""]",16.783899068832397
6,16,6_MEDIUM_7a9d7a3c-6730-42dd-a834-91e3eb684fc6,medium,binary,True,valid,correct,1,1.0,,108,[387],True,1.0,"[""outside"", ""safe"", ""walk""]",0.3333333333333333,[],30.98856234550476
6,17,6_MEDIUM_eed3c4de-9597-49af-951b-b2588dbf7c4c,medium,binary,False,valid,binary_label_mismatch,0,1.0,,47,[411],True,1.0,"[""bridge"", ""elevat"", ""pedestrian""]",0.0,"[""reference_caption_target_token_gap_proxy""]",19.3726487159729
6,18,6_MEDIUM_a76280fa-7bd6-42d8-b16f-01d457362826,medium,binary,True,valid,correct,1,1.0,,41,[388],True,1.0,"[""any"", ""light"", ""traffic""]",0.0,"[""reference_caption_target_token_gap_proxy""]",13.177521467208862
6,19,6_MEDIUM_d27a4b07-7b8e-4591-87b5-d732d57e695d,medium,time,True,valid,correct,0.3500000000000001,2.0,min,66,[46],True,1.0,"[""lin"", ""path"", ""reach"", ""tree""]",0.25,[],27.598912954330444
6,20,6_SHORT_0a24625a-bc44-4bab-8cc7-5e5fc31eb0b0,short,text,True,valid,correct,1,1.0,,15,[303],True,1.0,"[""color"", ""semi"", ""truck""]",0.3333333333333333,[],17.994998455047607
6,21,6_SHORT_116cb2c2-8a03-4491-abe1-31b3c9b809bd,short,binary,True,valid,correct,1,1.0,,16,[431],True,1.0,"[""build"", ""large"", ""window""]",1.0,[],30.208959341049194
6,22,6_SHORT_4b6d1d26-871c-43ee-9e86-98d1cf75a132,short,text,True,valid,correct,1,1.0,,25,[251],True,1.0,"[""color"", ""door"", ""open"", ""person"", ""shoe"", ""who""]",0.8333333333333334,[],18.57803702354431
