sequence,question_index,question_id,length_category,question_type,official_correct,output_status,observable_reason,metric_error,threshold,unit,candidate_count,reference_entry_ids,reference_all_in_candidate_pool,reference_entry_recall_in_pool,target_tokens,reference_target_token_coverage,diagnostic_flags,elapsed_seconds
0,10,MEDIUM_3373f674-4a26-465b-9a08-8ca73651a0af,medium,text,True,valid,correct,1,1.0,,44,[133],False,0.0,"[""color"", ""door"", ""jacket"", ""open"", ""person"", ""wear"", ""who""]",0.5714285714285714,"[""reference_context_outside_candidate_pool""]",11.441035509109497
0,11,MEDIUM_28199d34-e26c-4b79-8775-943431d3a68a,medium,position,False,valid,position_threshold_miss,30.940286761903593,15.0,m,96,[123],True,1.0,"[""bill"", ""build"", ""computer"", ""front"", ""gate"", ""melinda"", ""science"", ""statue""]",0.125,[],3.634341239929199
0,12,MEDIUM_afd2f89f-f0b9-4082-9136-e2122475c3cd,medium,text,True,valid,correct,1,1.0,,73,[84],True,1.0,"[""brick"", ""sidewalk"", ""walk""]",0.3333333333333333,[],3.085756301879883
0,13,MEDIUM_02da6f10-4ce1-4eb3-a416-c4522e9c8133,medium,position,False,valid,position_threshold_miss,99.44256424803281,15.0,m,130,[161],True,1.0,"[""closest"", ""place"", ""sit""]",0.0,"[""reference_caption_target_token_gap_proxy""]",26.43203902244568
0,14,MEDIUM_9595c924-7840-4964-8bd0-d6e3080bcd65,medium,time,True,valid,correct,1.3200000000000003,2.0,min,104,[135],True,1.0,"[""build"", ""enter"", ""first""]",0.0,"[""reference_caption_target_token_gap_proxy""]",4.189254522323608
0,15,MEDIUM_11801608-016d-4367-8247-4a885afef25d,medium,position,True,valid,correct,2.861717463305995,15.0,m,64,[220],True,1.0,"[""boat"", ""hang"", ""sculpture""]",0.3333333333333333,[],13.029436588287354
0,16,MEDIUM_022ee3b7-38a6-4a36-9f48-fa656ea3cf21,medium,text,True,valid,correct,1,1.0,,104,[143],True,1.0,"[""build"", ""color"", ""couche"", ""enter"", ""near""]",0.2,[],11.400617837905884
0,17,MEDIUM_b5b98312-f881-422d-b2cb-4b9c5696948b,medium,time,True,valid,correct,0.040000000000000036,2.0,min,63,[206],True,1.0,"[""brick"", ""cross"", ""street""]",0.6666666666666666,[],26.938907146453857
0,18,MEDIUM_c6c87c47-04c3-44ca-a1be-053153b740c5,medium,position,False,valid,position_threshold_miss,45.643053859325605,15.0,m,94,[245],True,1.0,"[""bike"", ""empty"", ""nearest"", ""not"", ""rack""]",0.0,"[""reference_caption_target_token_gap_proxy""]",3.6380417346954346
0,19,MEDIUM_254c3f52-e4ed-4828-ba85-42a500ff8676,medium,time,True,valid,correct,0.76,2.0,min,42,[144],True,1.0,"[""atrium"", ""couche"", ""red""]",1.0,[],11.762373447418213
0,20,SHORT_39a4eb19-b64e-4289-abcf-92ea6c3debba,short,duration,True,valid,correct,0.3700000000000001,2.0,min,28,"[183, 201]",True,1.0,"[""long"", ""outside""]",0.0,"[""reference_caption_target_token_gap_proxy""]",3.939189910888672
0,21,SHORT_37a3097f-a357-4af3-8a84-244e1b767ddf,short,time,True,valid,correct,0.1399999999999999,2.0,min,26,[183],True,1.0,"[""build"", ""leave""]",1.0,[],3.7340569496154785
0,22,SHORT_31d323c2-930f-4111-85b0-d92e960ee600,short,text,True,valid,correct,1,1.0,,26,[105],True,1.0,"[""driv"", ""street""]",0.0,"[""reference_caption_target_token_gap_proxy""]",10.855851411819458
0,23,SHORT_bbfb623d-89d7-4698-9e91-be03c2720fc8,short,time,True,valid,correct,0.15666666666666673,2.0,min,33,[232],True,1.0,"[""brick"", ""off"", ""sidewalk""]",0.6666666666666666,[],3.7621471881866455
0,24,SHORT_f20ba66d-74e4-4e2e-9a91-ac2576f16e0a,short,position,True,valid,correct,0.00044892214190237926,15.0,m,23,[258],True,1.0,"[""fire"", ""hydrant"", ""red""]",1.0,[],6.851428747177124
0,25,SHORT_a29d9195-acc1-46ea-a225-95816e21e802,short,text,True,valid,correct,1,1.0,,20,[188],True,1.0,"[""after"", ""build"", ""direction"", ""leav"", ""turn""]",0.0,"[""reference_caption_target_token_gap_proxy""]",12.227583408355713
0,26,SHORT_103d708a-b002-415c-ab49-ff02f654c490,short,binary,True,valid,correct,1,1.0,,11,[258],True,1.0,"[""fire"", ""hydrant"", ""red""]",1.0,[],26.280168533325195
0,27,SHORT_426931a9-038a-48a3-a27b-0f7b12948a81,short,binary,True,valid,correct,1,1.0,,25,[216],True,1.0,"[""any"", ""bicyclist""]",0.0,"[""reference_caption_target_token_gap_proxy""]",11.992663621902466
0,28,SHORT_b928a4aa-a1fb-4161-ad8c-78e6f1e78eca,short,position,False,valid,position_threshold_miss,60.54849482170407,15.0,m,34,[220],True,1.0,"[""boat"", ""hang"", ""sculpture""]",0.3333333333333333,[],3.6675381660461426
0,29,SHORT_21548fa5-15ca-4f06-923e-a99b0fb2253a,short,binary,False,valid,binary_label_mismatch,0,1.0,,13,[265],True,1.0,"[""load"", ""now"", ""right"", ""stopp"", ""zone""]",0.6,[],3.0733299255371094
